flow_id,src_ip,src_port,dst_ip,dst_port,duration_ms,total_packets,total_bytes,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,packet_rate_per_sec,byte_rate_per_sec,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,mean_iat_ms,min_iat_ms,max_iat_ms,std_iat_ms,syn_count,ack_count,fin_count,rst_count,psh_count,anomaly_score,prediction,verdict,ja3_score,beacon_score,cert_score,graph_score
10.0.0.138:5431-10.0.0.45:49183,10.0.0.138,5431,10.0.0.45,49183,215.86084365844727,13.0,1936.0,6.0,7.0,868.0,1068.0,60.22398402449342,8968.74100549379,148.92307692307693,54.0,423.0,143.7077491291382,17.988403638203938,0.2789497375488281,195.8792209625244,53.68060922435558,2.0,12.0,2.0,0.0,4.0,0.8411,1,ANOMALY,0.0,0.5102,0.1904,0.2676
10.0.0.138:34141-10.0.0.45:2869,10.0.0.138,34141,10.0.0.45,2869,8.494138717651367,7.0,954.0,4.0,3.0,623.0,331.0,824.0976787268083,112312.74078648216,136.28571428571428,66.0,417.0,122.10851647579037,1.4156897862752278,0.22602081298828125,3.9370059967041016,1.2141421247796838,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.6141,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49184,10.0.0.138,5431,10.0.0.45,49184,210.53504943847656,13.0,1960.0,6.0,7.0,884.0,1076.0,61.747438417843654,9309.613792228734,150.76923076923077,54.0,427.0,146.91554551780047,17.54458745320638,0.2639293670654297,196.058988571167,53.84051369817525,2.0,12.0,2.0,0.0,4.0,0.8403,1,ANOMALY,0.0,0.5117,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49185,10.0.0.138,5431,10.0.0.45,49185,11.523962020874023,13.0,4594.0,7.0,6.0,4039.0,555.0,1128.0842453708492,398647.61717182165,353.38461538461536,54.0,1514.0,516.4036194924006,0.9603301684061686,0.07605552673339844,2.474069595336914,0.8538951922055388,2.0,12.0,2.0,0.0,3.0,1.0,1,ANOMALY,0.32,0.3499,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49186,10.0.0.138,5431,10.0.0.45,49186,7.011175155639648,9.0,962.0,4.0,5.0,359.0,603.0,1283.6649777263917,137209.52317475431,106.88888888888889,54.0,375.0,102.91036492927493,0.876396894454956,0.21600723266601562,1.711130142211914,0.5674191810638256,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7086,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49187,10.0.0.138,5431,10.0.0.45,49187,211.52186393737793,13.0,1936.0,6.0,7.0,868.0,1068.0,61.459367641771124,9152.718134959146,148.92307692307693,54.0,423.0,143.7077491291382,17.626821994781494,0.20384788513183594,202.14390754699707,55.63635883966777,2.0,12.0,2.0,0.0,4.0,0.8411,1,ANOMALY,0.0,0.5115,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49188,10.0.0.138,5431,10.0.0.45,49188,210.10804176330566,13.0,1960.0,6.0,7.0,884.0,1076.0,61.872929236306774,9328.533946397021,150.76923076923077,54.0,427.0,146.91554551780047,17.50900348027547,0.29397010803222656,200.4690170288086,55.16681290444663,2.0,12.0,2.0,0.0,4.0,0.8428,1,ANOMALY,0.0,0.5119,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49189,10.0.0.138,5431,10.0.0.45,49189,210.79397201538086,13.0,1936.0,6.0,7.0,868.0,1068.0,61.67159276761215,9184.323353699778,148.92307692307693,54.0,423.0,143.7077491291382,17.56616433461507,0.29206275939941406,199.51486587524414,54.863852995144626,2.0,12.0,2.0,0.0,4.0,0.8411,1,ANOMALY,0.0,0.5117,0.1904,0.2676
10.0.0.138:34142-10.0.0.45:2869,10.0.0.138,34142,10.0.0.45,2869,5.769014358520508,7.0,1022.0,4.0,3.0,691.0,331.0,1213.3788486175972,177153.3118981692,146.0,66.0,485.0,144.6740178075228,0.9615023930867513,0.3230571746826172,1.538991928100586,0.45398379308595244,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7875,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49190,10.0.0.138,5431,10.0.0.45,49190,7.126092910766602,9.0,971.0,4.0,5.0,414.0,557.0,1262.964167419452,136259.80072936532,107.88888888888889,54.0,329.0,96.82337234417507,0.8907616138458252,0.22411346435546875,1.4889240264892578,0.5250160556319676,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7348,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49191,10.0.0.138,5431,10.0.0.45,49191,210.36720275878906,13.0,1960.0,6.0,7.0,884.0,1076.0,61.796705139945416,9317.04169802254,150.76923076923077,54.0,427.0,146.91554551780047,17.53060022989909,0.20599365234375,198.64606857299805,54.61339845837203,2.0,12.0,2.0,0.0,4.0,0.841,1,ANOMALY,0.0,0.5118,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49192,10.0.0.138,5431,10.0.0.45,49192,218.99700164794922,13.0,1936.0,6.0,7.0,868.0,1068.0,59.361543318744964,8840.30368193002,148.92307692307693,54.0,423.0,143.7077491291382,18.2497501373291,0.2541542053222656,203.4919261932373,55.865285100050066,2.0,12.0,2.0,0.0,4.0,0.843,1,ANOMALY,0.0,0.5094,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49193,10.0.0.138,5431,10.0.0.45,49193,211.3330364227295,13.0,1960.0,6.0,7.0,884.0,1076.0,61.51428200745717,9274.46097958585,150.76923076923077,54.0,427.0,146.91554551780047,17.61108636856079,0.2110004425048828,200.09493827819824,55.02599150562625,2.0,12.0,2.0,0.0,4.0,0.8385,1,ANOMALY,0.0,0.5115,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49194,10.0.0.138,5431,10.0.0.45,49194,211.6549015045166,13.0,1936.0,6.0,7.0,868.0,1068.0,61.420736810683245,9146.965112729444,148.92307692307693,54.0,423.0,143.7077491291382,17.637908458709717,0.2658367156982422,195.66893577575684,53.7015636846949,2.0,12.0,2.0,0.0,4.0,0.8411,1,ANOMALY,0.0,0.5114,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49195,10.0.0.138,5431,10.0.0.45,49195,210.45804023742676,13.0,1960.0,6.0,7.0,884.0,1076.0,61.77003256959982,9313.020295108896,150.76923076923077,54.0,427.0,146.91554551780047,17.538170019785564,0.2589225769042969,200.65903663635254,55.215554295430564,2.0,12.0,2.0,0.0,4.0,0.841,1,ANOMALY,0.0,0.5118,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49196,10.0.0.138,5431,10.0.0.45,49196,208.29391479492188,13.0,1936.0,6.0,7.0,868.0,1068.0,62.41180887497024,9294.558613995569,148.92307692307693,54.0,423.0,143.7077491291382,17.357826232910156,0.2579689025878906,194.61798667907715,53.464483418610996,2.0,12.0,2.0,0.0,4.0,0.8451,1,ANOMALY,0.0,0.5124,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49197,10.0.0.138,5431,10.0.0.45,49197,211.3637924194336,13.0,1960.0,6.0,7.0,884.0,1076.0,61.5053309329471,9273.11143296741,150.76923076923077,54.0,427.0,146.91554551780047,17.613649368286133,0.2529621124267578,201.45797729492188,55.43374099908809,2.0,12.0,2.0,0.0,4.0,0.8385,1,ANOMALY,0.0,0.5115,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49198,10.0.0.138,5431,10.0.0.45,49198,213.88006210327148,13.0,1936.0,6.0,7.0,868.0,1068.0,60.78172912500362,9051.80212200054,148.92307692307693,54.0,423.0,143.7077491291382,17.823338508605957,0.27108192443847656,198.96602630615234,54.634734280129955,2.0,12.0,2.0,0.0,4.0,0.8395,1,ANOMALY,0.0,0.5108,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49199,10.0.0.138,5431,10.0.0.45,49199,219.96498107910156,13.0,1960.0,6.0,7.0,884.0,1076.0,59.100316496856706,8910.509256449166,150.76923076923077,54.0,427.0,146.91554551780047,18.33041508992513,0.2970695495605469,202.64601707458496,55.58948062868652,2.0,12.0,2.0,0.0,4.0,0.8354,1,ANOMALY,0.0,0.5091,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49200,10.0.0.138,5431,10.0.0.45,49200,224.94101524353027,13.0,1936.0,6.0,7.0,868.0,1068.0,57.792928452490855,8606.700729540176,148.92307692307693,54.0,423.0,143.7077491291382,18.74508460362752,0.30303001403808594,207.76700973510742,57.01589670202243,2.0,12.0,2.0,0.0,4.0,0.8444,1,ANOMALY,0.0,0.5078,0.1904,0.2676
10.0.0.138:34143-10.0.0.45:2869,10.0.0.138,34143,10.0.0.45,2869,6.524085998535156,7.0,884.0,4.0,3.0,553.0,331.0,1072.9472299371437,135497.9073234907,126.28571428571429,66.0,347.0,99.47966667431416,1.0873476664225261,0.370025634765625,1.7271041870117188,0.5304480064769034,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7805,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49201,10.0.0.138,5431,10.0.0.45,49201,226.15718841552734,13.0,1960.0,6.0,7.0,884.0,1076.0,57.48214368545561,8666.538586422539,150.76923076923077,54.0,427.0,146.91554551780047,18.846432367960613,0.2460479736328125,204.73194122314453,56.07780097754799,2.0,12.0,2.0,0.0,4.0,0.8389,1,ANOMALY,0.0,0.5075,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49202,10.0.0.138,5431,10.0.0.45,49202,212.1298313140869,13.0,1936.0,6.0,7.0,868.0,1068.0,61.28322414376383,9126.486303255906,148.92307692307693,54.0,423.0,143.7077491291382,17.677485942840576,0.30493736267089844,198.0600357055664,54.40427414055641,2.0,12.0,2.0,0.0,4.0,0.8397,1,ANOMALY,0.0,0.5113,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49203,10.0.0.138,5431,10.0.0.45,49203,215.80910682678223,13.0,1960.0,6.0,7.0,884.0,1076.0,60.23842177538117,9082.1005138267,150.76923076923077,54.0,427.0,146.91554551780047,17.984092235565186,0.2079010009765625,194.00906562805176,53.126544933828605,2.0,12.0,2.0,0.0,4.0,0.8346,1,ANOMALY,0.0,0.5102,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49204,10.0.0.138,5431,10.0.0.45,49204,213.26088905334473,13.0,1936.0,6.0,7.0,868.0,1068.0,60.958200341874225,9078.08275860527,148.92307692307693,54.0,423.0,143.7077491291382,17.771740754445393,0.247955322265625,198.2100009918213,54.42268437807196,2.0,12.0,2.0,0.0,4.0,0.8395,1,ANOMALY,0.0,0.511,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49205,10.0.0.138,5431,10.0.0.45,49205,209.75589752197266,13.0,1960.0,6.0,7.0,884.0,1076.0,61.976803291732026,9344.194957830367,150.76923076923077,54.0,427.0,146.91554551780047,17.479658126831055,0.2830028533935547,195.47700881958008,53.685173197292755,2.0,12.0,2.0,0.0,4.0,0.8493,1,ANOMALY,0.0,0.512,0.1904,0.2676
10.0.0.138:34144-10.0.0.45:2869,10.0.0.138,34144,10.0.0.45,2869,5.893945693969727,7.0,884.0,4.0,3.0,553.0,331.0,1187.6593988916306,149984.41551717164,126.28571428571429,66.0,347.0,99.47966667431416,0.9823242823282877,0.30493736267089844,1.6520023345947266,0.5567596653442145,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7449,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49206,10.0.0.138,5431,10.0.0.45,49206,212.30006217956543,13.0,1936.0,6.0,7.0,868.0,1068.0,61.23408475031192,9119.168313584914,148.92307692307693,54.0,423.0,143.7077491291382,17.69167184829712,0.3199577331542969,197.5240707397461,54.24025201378791,2.0,12.0,2.0,0.0,4.0,0.8397,1,ANOMALY,0.0,0.5112,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49207,10.0.0.138,5431,10.0.0.45,49207,210.01195907592773,13.0,1960.0,6.0,7.0,884.0,1076.0,61.90123675433159,9332.801849114609,150.76923076923077,54.0,427.0,146.91554551780047,17.500996589660645,0.26488304138183594,200.41799545288086,55.154036958850256,2.0,12.0,2.0,0.0,4.0,0.8469,1,ANOMALY,0.0,0.5119,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49208,10.0.0.138,5431,10.0.0.45,49208,214.216947555542,13.0,1936.0,6.0,7.0,868.0,1068.0,60.6861415417628,9037.566924988676,148.92307692307693,54.0,423.0,143.7077491291382,17.851412296295166,0.30994415283203125,197.73197174072266,54.25944022978186,2.0,12.0,2.0,0.0,4.0,0.8399,1,ANOMALY,0.0,0.5107,0.1904,0.2676
10.0.0.138:34145-10.0.0.45:2869,10.0.0.138,34145,10.0.0.45,2869,9.650945663452148,7.0,884.0,4.0,3.0,553.0,331.0,725.3175226660737,91597.24143382988,126.28571428571429,66.0,347.0,99.47966667431416,1.6084909439086914,0.34689903259277344,5.146026611328125,1.6418853783144667,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.55,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49209,10.0.0.138,5431,10.0.0.45,49209,219.5570468902588,13.0,1960.0,6.0,7.0,884.0,1076.0,59.21012413005259,8927.0648688387,150.76923076923077,54.0,427.0,146.91554551780047,18.296420574188232,0.2930164337158203,207.19003677368164,56.961785744408964,2.0,12.0,2.0,0.0,4.0,0.8354,1,ANOMALY,0.0,0.5092,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49210,10.0.0.138,5431,10.0.0.45,49210,14.52493667602539,13.0,4594.0,7.0,6.0,4039.0,555.0,895.012507796855,316283.65083221166,353.38461538461536,54.0,1514.0,516.4036194924006,1.2104113896687825,0.2429485321044922,2.562999725341797,0.9297106727972766,2.0,12.0,2.0,0.0,3.0,1.0,1,ANOMALY,0.32,0.4044,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49211,10.0.0.138,5431,10.0.0.45,49211,7.874011993408203,9.0,962.0,4.0,5.0,359.0,603.0,1143.0005450251317,122174.05825713075,106.88888888888889,54.0,375.0,102.91036492927493,0.9842514991760254,0.23889541625976562,1.8210411071777344,0.6301948298570066,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7119,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49212,10.0.0.138,5431,10.0.0.45,49212,207.07988739013672,13.0,1936.0,6.0,7.0,868.0,1068.0,62.77770460396336,9349.048931790236,148.92307692307693,54.0,423.0,143.7077491291382,17.256657282511394,0.26488304138183594,192.1541690826416,52.75594854551931,2.0,12.0,2.0,0.0,4.0,0.8572,1,ANOMALY,0.0,0.5128,0.1904,0.2676
10.0.0.138:34146-10.0.0.45:2869,10.0.0.138,34146,10.0.0.45,2869,8.324146270751953,7.0,884.0,4.0,3.0,553.0,331.0,840.9270779629948,106197.07670275534,126.28571428571429,66.0,347.0,99.47966667431416,1.3873577117919922,0.3070831298828125,3.473997116088867,1.0409369452660806,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.6624,0.2036,0.2676
10.0.0.138:34147-10.0.0.45:2869,10.0.0.138,34147,10.0.0.45,2869,5.817890167236328,7.0,893.0,4.0,3.0,553.0,340.0,1203.1853126792885,153492.0691746578,127.57142857142857,66.0,347.0,100.36199784901105,0.9696483612060547,0.30493736267089844,1.8360614776611328,0.6525912265300833,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.6971,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49213,10.0.0.138,5431,10.0.0.45,49213,210.77299118041992,13.0,1960.0,6.0,7.0,884.0,1076.0,61.67773170174403,9299.104164262946,150.76923076923077,54.0,427.0,146.91554551780047,17.56441593170166,0.2560615539550781,201.35211944580078,55.41630077901742,2.0,12.0,2.0,0.0,4.0,0.8389,1,ANOMALY,0.0,0.5117,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49214,10.0.0.138,5431,10.0.0.45,49214,11.257171630859375,12.0,4540.0,7.0,5.0,4039.0,501.0,1065.9871230091494,403298.46153846156,378.3333333333333,54.0,1514.0,529.909164123647,1.0233792391690342,0.04291534423828125,2.8769969940185547,1.0094327872621827,2.0,11.0,2.0,0.0,3.0,1.0,1,ANOMALY,0.32,0.3061,0.1917,0.2676
10.0.0.138:5431-10.0.0.45:49215,10.0.0.138,5431,10.0.0.45,49215,7.005929946899414,9.0,962.0,4.0,5.0,359.0,603.0,1284.6260336906585,137312.24937893482,106.88888888888889,54.0,375.0,102.91036492927493,0.8757412433624268,0.2319812774658203,1.6219615936279297,0.5267399133911667,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7293,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49216,10.0.0.138,5431,10.0.0.45,49216,220.60108184814453,13.0,1936.0,6.0,7.0,868.0,1068.0,58.9299013907322,8776.022237881349,148.92307692307693,54.0,423.0,143.7077491291382,18.38342348734538,0.22602081298828125,196.85983657836914,53.953478410370664,2.0,12.0,2.0,0.0,4.0,0.8412,1,ANOMALY,0.0,0.5089,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49217,10.0.0.138,5431,10.0.0.45,49217,12.354850769042969,9.0,988.0,4.0,5.0,431.0,557.0,728.4588189888074,79968.59035121575,109.77777777777777,54.0,329.0,99.5107786208529,1.544356346130371,0.286102294921875,5.200862884521484,1.5920757306129694,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.55,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49218,10.0.0.138,5431,10.0.0.45,49218,209.83219146728516,13.0,1960.0,6.0,7.0,884.0,1076.0,61.95426883308715,9340.797454834677,150.76923076923077,54.0,427.0,146.91554551780047,17.486015955607098,0.247955322265625,197.15595245361328,54.18815338732529,2.0,12.0,2.0,0.0,4.0,0.8493,1,ANOMALY,0.0,0.512,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49219,10.0.0.138,5431,10.0.0.45,49219,211.46702766418457,13.0,1936.0,6.0,7.0,868.0,1068.0,61.47530489076697,9155.091559117296,148.92307692307693,54.0,423.0,143.7077491291382,17.622252305348713,0.2551078796386719,200.93894004821777,55.27544604308591,2.0,12.0,2.0,0.0,4.0,0.8411,1,ANOMALY,0.0,0.5115,0.1904,0.2676
10.0.0.138:34148-10.0.0.45:2869,10.0.0.138,34148,10.0.0.45,2869,5.229949951171875,7.0,1022.0,4.0,3.0,691.0,331.0,1338.4449307075129,195412.95988329686,146.0,66.0,485.0,144.6740178075228,0.8716583251953125,0.26106834411621094,1.7459392547607422,0.5073810087478905,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7381,0.2036,0.2676
10.0.0.138:5431-10.0.0.45:49220,10.0.0.138,5431,10.0.0.45,49220,12.031078338623047,9.0,971.0,4.0,5.0,414.0,557.0,748.062621378463,80707.64503983196,107.88888888888889,54.0,329.0,96.82337234417507,1.5038847923278809,0.2849102020263672,5.264997482299805,1.5604267542615016,2.0,8.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.55,0.1972,0.2676
10.0.0.138:5431-10.0.0.45:49221,10.0.0.138,5431,10.0.0.45,49221,209.69486236572266,13.0,1960.0,6.0,7.0,884.0,1076.0,61.99484266489601,9346.91474024586,150.76923076923077,54.0,427.0,146.91554551780047,17.474571863810223,0.26297569274902344,198.96721839904785,54.72712841830294,2.0,12.0,2.0,0.0,4.0,0.8493,1,ANOMALY,0.0,0.512,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49222,10.0.0.138,5431,10.0.0.45,49222,214.26892280578613,13.0,1936.0,6.0,7.0,868.0,1068.0,60.6714208937487,9035.374680792114,148.92307692307693,54.0,423.0,143.7077491291382,17.855743567148846,0.24390220642089844,198.73404502868652,54.555263780984795,2.0,12.0,2.0,0.0,4.0,0.8399,1,ANOMALY,0.0,0.5107,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49223,10.0.0.138,5431,10.0.0.45,49223,219.8779582977295,13.0,1960.0,6.0,7.0,884.0,1076.0,59.12370708116695,8914.035836852863,150.76923076923077,54.0,427.0,146.91554551780047,18.32316319147746,0.15997886657714844,204.4351100921631,56.13191725192556,2.0,12.0,2.0,0.0,4.0,0.8354,1,ANOMALY,0.0,0.5091,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49224,10.0.0.138,5431,10.0.0.45,49224,212.2790813446045,13.0,1936.0,6.0,7.0,868.0,1068.0,61.240136887988385,9120.069616549654,148.92307692307693,54.0,423.0,143.7077491291382,17.68992344538371,0.23221969604492188,198.68898391723633,54.5899054321842,2.0,12.0,2.0,0.0,4.0,0.8397,1,ANOMALY,0.0,0.5112,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49225,10.0.0.138,5431,10.0.0.45,49225,210.35003662109375,13.0,1960.0,6.0,7.0,884.0,1076.0,61.8017482137028,9317.802038373653,150.76923076923077,54.0,427.0,146.91554551780047,17.52916971842448,0.26702880859375,201.0648250579834,55.34040270708945,2.0,12.0,2.0,0.0,4.0,0.841,1,ANOMALY,0.0,0.5118,0.1904,0.2676
10.0.0.138:5431-10.0.0.45:49226,10.0.0.138,5431,10.0.0.45,49226,233.00886154174805,13.0,1936.0,6.0,7.0,868.0,1068.0,55.79186951939507,8308.696876119144,148.92307692307693,54.0,423.0,143.7077491291382,19.417405128479004,0.27489662170410156,208.7559700012207,57.18851068815476,2.0,12.0,2.0,0.0,4.0,0.8487,1,ANOMALY,0.0,0.5058,0.1904,0.2676
10.0.0.138:34149-10.0.0.45:2869,10.0.0.138,34149,10.0.0.45,2869,12.163162231445312,7.0,884.0,4.0,3.0,553.0,331.0,575.5082327113063,72678.46824525639,126.28571428571429,66.0,347.0,99.47966667431416,2.0271937052408853,0.370025634765625,4.00996208190918,1.3042522095042812,2.0,6.0,2.0,0.0,2.0,1.0,1,ANOMALY,0.32,0.7105,0.2036,0.2676
