flow_id,src_ip,src_port,dst_ip,dst_port,duration_ms,total_packets,total_bytes,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,packet_rate_per_sec,byte_rate_per_sec,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,mean_iat_ms,min_iat_ms,max_iat_ms,std_iat_ms,syn_count,ack_count,fin_count,rst_count,psh_count,label_str,label
10.0.0.138:5431-10.0.0.45:49182,10.0.0.138,5431,10.0.0.45,49182,15.179157257080078,9.0,962.0,4.0,5.0,359.0,603.0,592.9182923381396,63376.37746992115,106.88888888888889,54.0,375.0,102.91036492927492,1.8973946571350095,0.2770423889160156,8.267879486083984,2.477494459575461,2.0,8.0,2.0,0.0,2.0,benign,0
10.0.0.138:5431-10.0.0.45:49183,10.0.0.138,5431,10.0.0.45,49183,215.8608436584473,13.0,1936.0,6.0,7.0,868.0,1068.0,60.22398402449342,8968.74100549379,148.92307692307693,54.0,423.0,143.7077491291382,17.988403638203938,0.2789497375488281,195.8792209625244,53.68060922435558,2.0,12.0,2.0,0.0,4.0,benign,0
10.0.0.138:34141-10.0.0.45:2869,10.0.0.138,34141,10.0.0.45,2869,8.494138717651367,7.0,954.0,4.0,3.0,623.0,331.0,824.0976787268083,112312.74078648216,136.28571428571428,66.0,417.0,122.10851647579037,1.4156897862752278,0.2260208129882812,3.9370059967041016,1.2141421247796838,2.0,6.0,2.0,0.0,2.0,benign,0
10.0.0.138:5431-10.0.0.45:49184,10.0.0.138,5431,10.0.0.45,49184,210.53504943847656,13.0,1960.0,6.0,7.0,884.0,1076.0,61.74743841784365,9309.613792228734,150.76923076923077,54.0,427.0,146.91554551780047,17.54458745320638,0.2639293670654297,196.058988571167,53.84051369817525,2.0,12.0,2.0,0.0,4.0,benign,0
10.0.0.138:5431-10.0.0.45:49185,10.0.0.138,5431,10.0.0.45,49185,11.523962020874023,13.0,4594.0,7.0,6.0,4039.0,555.0,1128.0842453708492,398647.6171718217,353.38461538461536,54.0,1514.0,516.4036194924006,0.9603301684061686,0.0760555267333984,2.474069595336914,0.8538951922055388,2.0,12.0,2.0,0.0,3.0,benign,0
10.0.0.138:5431-10.0.0.45:49186,10.0.0.138,5431,10.0.0.45,49186,7.011175155639648,9.0,962.0,4.0,5.0,359.0,603.0,1283.6649777263915,137209.52317475431,106.88888888888889,54.0,375.0,102.91036492927492,0.876396894454956,0.2160072326660156,1.711130142211914,0.5674191810638256,2.0,8.0,2.0,0.0,2.0,benign,0
10.0.0.138:5431-10.0.0.45:49187,10.0.0.138,5431,10.0.0.45,49187,211.52186393737796,13.0,1936.0,6.0,7.0,868.0,1068.0,61.45936764177112,9152.718134959146,148.92307692307693,54.0,423.0,143.7077491291382,17.626821994781494,0.2038478851318359,202.14390754699707,55.63635883966777,2.0,12.0,2.0,0.0,4.0,benign,0
10.0.0.138:5431-10.0.0.45:49188,10.0.0.138,5431,10.0.0.45,49188,210.1080417633057,13.0,1960.0,6.0,7.0,884.0,1076.0,61.87292923630677,9328.53394639702,150.76923076923077,54.0,427.0,146.91554551780047,17.50900348027547,0.2939701080322265,200.4690170288086,55.16681290444663,2.0,12.0,2.0,0.0,4.0,benign,0
10.0.0.138:5431-10.0.0.45:49189,10.0.0.138,5431,10.0.0.45,49189,210.7939720153809,13.0,1936.0,6.0,7.0,868.0,1068.0,61.67159276761215,9184.323353699778,148.92307692307693,54.0,423.0,143.7077491291382,17.56616433461507,0.292062759399414,199.5148658752441,54.86385299514463,2.0,12.0,2.0,0.0,4.0,benign,0
10.0.0.138:34142-10.0.0.45:2869,10.0.0.138,34142,10.0.0.45,2869,5.769014358520508,7.0,1022.0,4.0,3.0,691.0,331.0,1213.3788486175972,177153.3118981692,146.0,66.0,485.0,144.6740178075228,0.9615023930867512,0.3230571746826172,1.538991928100586,0.4539837930859524,2.0,6.0,2.0,0.0,2.0,benign,0
10.0.0.138:5431-10.0.0.45:49190,10.0.0.138,5431,10.0.0.45,49190,7.126092910766602,9.0,971.0,4.0,5.0,414.0,557.0,1262.964167419452,136259.80072936532,107.88888888888889,54.0,329.0,96.82337234417508,0.8907616138458252,0.2241134643554687,1.4889240264892578,0.5250160556319676,2.0,8.0,2.0,0.0,2.0,benign,0
